,price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
10,7300000.0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",850.0,28.72407531738281,77.0955810546875,3.0,2.0,1.0,Ready to Move,New Property,2.0,Semi-Furnished,1.0,Near by shri jagannath mandir,Flat,"


                                3 BHK semi furnished first floor with a covered area of 1450 sq ft and provide a excellent view the property is close to metro station and near to main market the property is located in a very good and area there are more than 20 C.B.S.E. reg schools in the radius of 1 km and more than 4 parks in each pocket free bank loan facility available with Guaranteed lowest rate of interest.
                            
more

",8588.235294117647
11,7700000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1250.0,28.436305,77.13605,2.0,2.0,2.0,Ready to Move,Resale,,,,,Flat,"
",6160.0
12,10500000.0,"Sector 110A, Gurgaon, Chandan Vihar, Gurgaon, Delhi NCR",1615.0,28.513139724731445,77.02595520019531,3.0,3.0,3.0,Ready to Move,Resale,,Unfurnished,,"Dwarka Express way, Ansal Mall, Metro Hospitals, DPSG School etc.",Flat,"
                    
                    
                    
                       A Beautiful 3 BHK  flat for sale in Mahindra Aura Society.
                    
                ",6501.547987616099
13,7200000.0,"H-024, Gulshan Vivante, Sector-137, Noida, Sector 137, Noida, Delhi NCR",1200.0,28.5074613813646,77.4078166697626,2.0,2.0,3.0,Ready to Move,Resale,,,,Near Noida 137 Metro Station and Felix Hospital,Flat,"
",6000.0
14,7000000.0,"G T Road, Ghaziabad, Delhi NCR",1690.0,28.679009,77.3492951427093,3.0,3.0,,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       property located in prime location
                    
                ",4142.011834319526
15,9500000.0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1000.0,28.721435546875,77.10701751708984,3.0,2.0,1.0,Ready to Move,New Property,2.0,Semi-Furnished,1.0,Near by the sovereign school,Individual House,"
                    
                    
                    
                       3 BHK There are many facility available in sector 24 and very near to Rithala Metro Station and near by reputed schools banks market and malls and very good visitor park in area. And very good transport service available in area.
                    
                ",9500.0
16,15000000.0,"Sector 24 Rohini, New Delhi - Rohini, Delhi NCR",1450.0,28.72721290588379,77.09606170654297,4.0,3.0,1.0,Ready to Move,New Property,2.0,Semi-Furnished,1.0,Near by shri jagannath mandir,Individual House,"


                                4 BHK this property is located in a very prime location. Near to market hospital college and other basic facilities. it is a north east facing SEMI furnished 4BHK house.It is a 4BHK property. Bank loan facility available on this property has elegant looks situated almost in center of Rohini nearby vicinity is good and surrounded by good and literate peoples. This sector is full of all facilities like park parking transport Electricity water markets offices schools 23 reputed school within nearby vicinity and hospitals. This sector is known for neat n clean environment excellently designing
                            
more

",10344.827586206897
17,4800000.0,"Noida Extension, Noida, Delhi NCR",1175.0,28.616078045953845,77.42810224734058,2.0,2.0,,Ready to Move,Resale,,,,,Flat,"
",4085.106382978724
18,5100000.0,"NeelPadam Kunj, Vaishali, Sector 1, Ghaziabad, Sector 1 Vaishali, Ghaziabad, Delhi NCR",1087.0,28.644309997558597,77.331787109375,2.0,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Prime location surrounded by malls and hospitals along NH-58 near Dabar factory. In between Vaishali and Kaushambi metro stations and very close to Anand Vihar Railway Station.,Flat,"


                                Complex with all amenities i.e. parks, gym, swimming pool, badminton court, tennis courts, temple, provision store, piped gas facility and ample parking space. Property east facing with garden and swimming pool view, open on 2 sides with excellent breezy cross ventilation and sunlight availability.
                            
more

",4691.8123275069
19,14000000.0,"Sector 45, Noida, Sector 45, Noida, Delhi NCR",1845.0,28.5469297107013,77.3543872945106,3.0,3.0,3.0,,Resale,2.0,Semi-Furnished,2.0,noida expressway,Flat,"
                    
                    
                    
                       Prateek Stylome Setting the trend for Modern, Luxurious 3,4,5 BHK Apartments!
                    
                ",7588.075880758807
20,6250000.0,"Sector 37C, Gurgaon, Delhi NCR",1400.0,28.449384,76.98441,2.0,2.0,2.0,Ready to Move,New Property,,,,,Flat,"
",4464.285714285715
21,8700000.0,"Sushant Lok 2, Gurgaon, Delhi NCR",1600.0,28.423049,77.08741,3.0,2.0,1.0,Ready to Move,Resale,,Unfurnished,,near hongcong bazar,Flat,"
                    
                    
                    
                       property for sell 3BHK in prime location
                    
                ",5437.5
22,13000000.0,"Sector 29, Noida, Delhi NCR",1950.0,28.5697371550333,77.3324116681809,3.0,3.0,2.0,Ready to Move,Resale,,,,,Individual House,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",6666.666666666667
23,15000000.0,"flat number 703, kalypso tower 4, jaypee wish town noida, sector 128, Sector 128, Noida, Delhi NCR",1800.0,28.529146,77.355843,2.0,3.0,1.0,Ready to Move,New Property,,,,,Flat,"
                    
                    
                    
                       The flat is fully furnished with everything available. The interiors are of the highest quality, the flat is ready to move in
                    
                ",8333.333333333334
24,5500000.0,"Noida Extension, Noida., Noida Extension, Noida, Delhi NCR",1440.0,28.587499354879053,77.44316979301459,3.0,2.0,5.0,Ready to Move,Resale,1.0,,2.0,Property closed to hospital and 2km away from gaur chowk,Flat,"
                    
                    
                    
                       North west facing semi furnished units with modular kitchen good grren cover in society.
                    
                ",3819.444444444444
25,4200000.0,"Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",1040.0,28.616204,77.422256,2.0,2.0,3.0,Ready to Move,Resale,2.0,,3.0,Nearest Gaur  chowk,Flat,"


                                2 bhk flat for sale in 14th Avenue, Gaur City-2, Apartment,With 2 washrooms + 2 Balconies  ,  Prime location of Noida Extension.Fully ventilated 1040 sq.ft. apartment,Semi furnished property,Ready to move flat,Park & pool facing flat, With health club, swimming pools, sports facilities (including bowling alley, videogame, poll table, indoor golf putts, etc, a commercial complex with departmental store, laundry service and medical stores and a L’Oreal beauty salon, 14th Avenue, Gaur City-2is a mini township that takes your comfort and convenience to a whole new level.
                            
more

",4038.4615384615386
26,3900000.0,"Noida extension., Noida Extension, Greater Noida, Delhi NCR",1025.0,28.57223,77.474898,2.0,2.0,3.0,Ready to Move,Resale,1.0,,2.0,10 km only metro noida 52.,Flat,"


                                Mahagun Mantra spread across 9 acres offers elite homes that are an expression of its owner’s aspirations and expectations. Extending to 2 phases Mantra 1 and Mantra 2, the economically viable 2 and 3 BHK homes here have a mesmerizing splendor of modern amenities matched with boundless green expanse.
                            
more

",3804.878048780488
27,10000000.0,"Sector 16 Vasundhara, Ghaziabad, Delhi NCR",1836.0,28.6571606,77.355748,3.0,2.0,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",5446.623093681917
28,7600000.0,"Vaishali Ghaziabad, Vaishali, Ghaziabad, Delhi NCR",1350.0,28.645769,77.38511,3.0,2.0,4.0,Ready to Move,Resale,1.0,,3.0,Mahagun metro Mall,Flat,"
                    
                    
                    
                       3 BHK flat for sale Good location in vaishali.near by Mahagun metro Mall
                    
                ",5629.62962962963
29,3900000.0,"Sector 81, Gurgaon, Sector 81, Gurgaon, Delhi NCR",800.0,28.387731,76.96791987,2.0,2.0,1.0,Ready to Move,Resale,,,2.0,Nh8.,Flat,"
                    
                    
                    
                       Near to National Highway. Clear view of the city.
                    
                ",4875.0
30,9000000.0,"sector 103 gurgaon, Dwarka Expressway, Gurgaon, Delhi NCR",1481.0,28.49744987487793,77.02709197998047,2.0,2.0,2.0,Ready to Move,Resale,2.0,Unfurnished,2.0,near gurgaon railway station,Flat,"
                    
                    
                    
                       2 bhk flat is available for sale in Gurgoan, Dwarka Expressway Grugram sector 103.
                    
                ",6076.975016880486
31,8350000.0,"lotus boulevard, Sector 100, Noida, Delhi NCR",1398.0,28.5434121846104,77.367853,2.0,2.0,2.0,Ready to Move,Resale,1.0,,3.0,near pathways school,Flat,"
                    
                    
                    
                       registered, very good quality interiors, north east facing, with very good view and sunlight
                    
                ",5972.818311874106
32,13500000.0,"Adhunik CGHS, Opp Tau Devil Lal Bio DiversitPark, Sector 52, Gurugram, Delhi NCR, Sector 52, Gurgaon, Delhi NCR",2150.0,28.435208771263,77.0902252334016,3.0,3.0,4.0,Ready to Move,Resale,1.0,,,,Individual House,"
",6279.069767441861
33,5310000.0,"Shakti Khand 2, Ghaziabad, Delhi NCR",1100.0,28.6467392,77.3709475,3.0,2.0,,Ready to Move,Resale,,Furnished,,,Flat,"
",4827.272727272727
34,15000000.0,"Sector 68, Gurgaon, Delhi NCR",1960.0,28.3907304,77.05782257,3.0,3.0,,,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                        It's a 5th floor Multistorey Apartment in a building of total 19 floors. 
                    
                ",7653.061224489796
35,17500000.0,"Sector 104, Gurgaon, Sector 104, Gurgaon, Delhi NCR",2450.0,28.482277,76.99199526,3.0,3.0,3.0,Ready to Move,New Property,2.0,,2.0,Bang on Dwarka Expressway,Flat,"
                    
                    
                    
                       Multistorey Apartment available for sale in Puri Emerald BayType 3BHK with servantSize 2450 sqftRate Rs.1.75 Cr.Best deal & price available with us.Call us for further details
                    
                ",7142.857142857143
36,5000000.0,"Aspire1106, Sector 78, Noida, Delhi NCR",1000.0,28.5604873040921,77.384084,2.0,2.0,3.0,Ready to Move,Resale,1.0,,2.0,,Flat,"


                                This spacious Multistorey Apartment is located at 11th floor in a tower of total 22 floors. The location has easy access to, Nagendra Institute of Technology (3 km ), Noida City Centre Metro Station (5 km ), Noida City Centre (5 km ) and Sahmal Nursing Home (8 km ).
                            
more

",5000.0
37,3500000.0,"Gali No 9, Garhi Jharia Maria, New Delhi - South, Delhi NCR",850.0,28.559850692749023,77.24765014648438,2.0,2.0,1.0,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered area of 850 sq-ft, it is a good location property. Please contact for moreDetails.
                    
                ",4117.64705882353
38,4550000.0,"Krishna Park Colony, New Delhi - South, Delhi NCR",950.0,28.50809,77.2314673,3.0,2.0,1.0,Ready to Move,New Property,1.0,Semi-Furnished,1.0,The proprty is located nearby vishal mega mart,Flat,"


                                Devli Khanpur, Khanpur, Delhi South, Delhi  NCRWe have 3BHK Independant flat for sale at Krishna park, khanpur. Very good location nearby school, hospital, bank & market. Property type registry. Loan option available. Contact for site visit soon as possible.Additional details 3 bhk spacious independent floorIt is under cctv surveillance.There is also a lift to make the living more convenient specially for old age peopleEach house has a dedicated water tank.The house has muncipal supply. power backup available.24hours water supplyThe kitchen has been built with modular fittings..
                            
more

",4789.473684210527
39,4000000.0,"Amritpuri B East of Kailash, Amritpuri, New Delhi - South, Delhi NCR",700.0,28.558586,77.2511855,2.0,2.0,,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",5714.285714285715
40,3500000.0,"Shalimar Garden Exten 1 near Gulmohar park, Shalimar garden, Ghaziabad, Delhi NCR",750.0,28.6895694732666,77.33861541748047,2.0,2.0,2.0,Ready to Move,Resale,,Semi-Furnished,0.0,Gulmohar Park,Flat,"


                                Fully Furnished 2 BHK flat on 2nd floor with all amenities like garden facing, roof rights, modular kitchen, png gas connection, glen chimney, glen gas stove, Pento RO water system, pipeline for Ganga water, high quality woodwork in entire house, two balconies one at front side and one at back side. Property is very well maintained and surrounded by greenery.
                            
more

",4666.666666666667
41,3500000.0,"205. Hardik tower sector 53 Noida, Sector 53, Noida, Delhi NCR",950.0,28.5905383,77.35981,2.0,2.0,1.0,Ready to Move,Resale,1.0,,1.0,Near by kanchanjungha sector 61 Noida,Individual House,"
                    
                    
                    
                       2 BHK Builder Floor Apartment For Salein Sector 53 Noida good connectivity here
                    
                ",3684.2105263157896
42,2400000.0,"Gali No-15 Sadnagar Palam New Delhi-110045, Palam Colony, New Delhi - Dwarka, Delhi NCR",540.0,28.59227180480957,77.08367919921875,2.0,2.0,1.0,Ready to Move,New Property,,Semi-Furnished,0.0,Palam metro station half an hour distance,Flat,"


                                Are you planning to purchase an apartment in the prime areas of New Delhi? Well, here comes your way a magnificent opportunity of fulfilling the same. A 2BHK builder floor apartment is available for sale in Palam Colony. Currently, this apartment is under construction and possession will be given in October 2019. So, without any further delay grab this golden chance.Property SpecificationPositioned on the advantageous first floor, this 2BHK builder floor apartment perfectly meets the requirements of modern-day families. Facing towards the west direction, this builder floor apartment is blessed with ample flow of natural light and fresh air all along the day. Hence, residents need not completely rely on the artificial source of light and air.Sprawling across 540sqft (super area), this thoughtfully designed apartment incorporates 2 restful bedrooms with en-suite bathrooms, an airy balcony, a living room and a kitchen. Moreover, of the 2 bathrooms, one is styled in western mode while the other is Indian.Offering the views of the internal roads, the balcony present in this apartment comes attached with one of the bedrooms. If you are fond of cooking then the tastefully designed kitchen of this apartment is the place to showcase your skills. It is loaded with a shiny platform, stainless steel sink unit, and stylish cabinets.The flooring incredibly topped up with vitrified tiles is sure to impress you the moment you step in.Another advantage of investing in this property is that the prospective buyer is benefitted with freehold ownership rights. So, hurry up!!!FacilitiesSafety of vehicles is taken care of as this property is endowed one covered parking space. Also, to help residents accomplish household chores without any hiccups, uninterrupted water is supplied.LocalityConsidering this apartment to dwell with your family is undoubtedly the right choice as this apartment promises its residents a relaxed lifestyle with easy access to various social infrastructures.Local market and daily need shop are only 5min walking distance away from here while Rahul Model School can be reached in 2min of a walk and Govt School is only 500m away. One can easily avail medical support as the Divya Prastha Hospital, local clinics & nursing home are within the vicinity.Residents can easily go to other parts of the city as the metro station is at a radius of 400m and the railway station can be reached within half a kilometer. Leading banks like SBI, PNB ATM and ICICI ATM situated at arm's length can be accessed for banking needs.
                            
more

",4444.444444444444
43,80000000.0,"Central park the resorts sector 48 gurgaon, Sector 48, Gurgaon, Delhi NCR",5571.0,28.424904,77.03476,5.0,5.0,3.0,Ready to Move,Resale,4.0,,2.0,Near By Raheja Mall,Individual House,"
",14360.078980434391
44,9500000.0,"Patel Nagar West, New Delhi - West, Delhi NCR",1200.0,28.652429,77.1643181,2.0,2.0,2.0,Ready to Move,Resale,,Semi-Furnished,,,Flat,"


                                Completely ready to move in with your family members, this well-planned 2BHK flat situated in Patel Nagar West, New Delhi is up for sale.Property SpecificationsFor the well-being and happiness of the residents, this flat is constructed as per Vaastu guidelines. You need not depend on the artificial lights during the day time, as this flat receives sunlight and fresh air, thus promising a pleasant atmosphere.Semi-furnished, this flat features 2 bedrooms adorned with wardrobes for storage purposes. There is a spacious living cum dining room and modular kitchen with a hob and chimney for hassle free cooking.Furthermore, the flat is impressive with 2 balconies that are individually linked with both the balconies overlooking the trees and road. Superior quality marble tiles have been used for the flooring which is easy to clean and long lasting. There are two western style bathrooms attached to the bedrooms. In addition, both these bathrooms have geysers for 24 hours hot water supply. FacilitiesThere are no or rare power cuts in this area, which is an added advantage. To ensure more convenience, prime amenities such as covered parking, uninterrupted water supply and lift service are available.LocalityFor all your grocery shopping you can find the market at a short distance of 1km from this property. For quick medical help, clinics are available within a range of 1km. You can find well-known schools within 500 meters and banks/ATMs within 1km from this abode. Public transports like autos and cabs are easily available, hence commuting to/from this place is quite easy. Also, the Patel Nagar Metro Station is at a short distance of 1.5km, thus ensuring great connectivity to the rest of the city. 
                            
more

",7916.666666666667
45,10500000.0,"Sector 65, Gurgaon, Delhi NCR",1020.0,28.3978564,77.07393158,2.0,2.0,2.0,Ready to Move,Resale,,,,,Flat,"
",10294.117647058823
46,7500000.0,"G 033., Sector 108, Gurgaon, Delhi NCR",1505.0,28.512136,76.986899,2.0,2.0,2.0,Ready to Move,Resale,1.0,,2.0,Near Dwarka expressway. Near Shobha and Experion projects,Flat,"
                    
                    
                    
                       Property is exactly on Delhi border. Just 20 mins drive from T3. Multistorey apartment is available for sale. It covered area of 1505 sq-ft, it is a good location property. Please contact for more details.
                    
                ",4983.388704318937
47,4800000.0,"Ghaziabad, Vivekanand Nagar, Ghaziabad, Delhi NCR",1232.0,28.652807235717773,77.45092010498047,6.0,3.0,2.0,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       rent income 13500 approximately
                    
                ",3896.103896103896
48,5600000.0,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",929.0,28.436305,77.13605,2.0,2.0,1.0,Ready to Move,Resale,,,,,Flat,"
",6027.987082884823
49,8500000.0,"Vaishali, Ghaziabad, Delhi NCR",1350.0,28.647938,77.340697,3.0,3.0,,Ready to Move,Resale,,,,,Flat,"
",6296.2962962962965
50,4700000.0,"Indirapuram Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1085.0,28.646509,77.3814882767311,2.0,2.0,2.0,Ready to Move,Resale,,,,DSP school,Flat,"
                    
                    
                    
                       Multistory apartment is available for sale. It covered area of 1085 sq-ft, it is a good location property. Please contact for more details.
                    
                ",4331.797235023041
51,8500000.0,"Sector 108, Gurgaon, Delhi NCR",1790.0,28.512136,76.986899,3.0,3.0,,Ready to Move,Resale,,,,,Flat,"
",4748.603351955308
52,10000000.0,"Sector 104, Gurgaon, Sector 104, Gurgaon, Delhi NCR",1689.0,28.487018,76.998009,3.0,3.0,4.0,Ready to Move,New Property,1.0,Semi-Furnished,3.0,Bang on 150 mtr wide Dwarka Expressway . closer to Delhi n Airport,Flat,"


                                A home which is comprising of WELLNESS INSPIRE SMART HOME called WISH . It doesInclude Home automation, sensors, scanner locks , gas leakage detector , Air conditioned apts modular kitchen with chimney and hob .fitted with Kohler sanitary fittings and many more .
                            
more

",5920.663114268798
53,18000000.0,"Sector 67, Gurgaon, Sector 67, Gurgaon, Delhi NCR",2411.0,28.391644,77.06486457,3.0,3.0,3.0,Ready to Move,Resale,2.0,,2.0,sector 67,Flat,"


                                Ireo Victory Valley is a housing complex in Sector 67, Gurgaon. The complex has 2, 3 and 4BHK apartments on sale that are in various stages of completion. Sprawled over an area of 25 acres, the complex has numerous amenities such as swimming pool, gymnasium, club house, childrens play zone, jogging track and community hall. Founded in 2004, Ireo has worked on twenty properties so far, eighteen of which are under construction. Some of their projects in Gurgaon are in Sector 59
                            
more

",7465.781833264205
54,12400000.0,"2nd floor metro view apartment sector 13 B dwarka, Sector 13 Dwarka, New Delhi - Dwarka, Delhi NCR",1650.0,28.6016822982437,77.0319327881991,3.0,2.0,2.0,Ready to Move,Resale,2.0,,0.0,near by vegas mall sector 14,Flat,"


                                Its a 3 Bedroom 2 bath ,  flat is available for sale in Dwarka , New Delhi. It is corner building with plenty of sunlight and airy. It is located on the 2nd Floor. It has a covered car parking. The flat has Mosaic ,marbal,flooring. The flat has 24 Hours Available water supply and No or Rare Power cut.. The property is fantastically located and is much sought after. The property is available at a very competitive Price. metro and market walkng
                            
more

",7515.151515151515
55,7700000.0,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1685.0,28.5092080113141,77.4066255380327,3.0,4.0,4.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Sector 137 Metro Station,Flat,"
                    
                    
                    
                       Paramount Floraville in Sector 137 Noida Noida by Paramount Group is a residential project.The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living.
                    
                ",4569.73293768546
56,6000000.0,"Vaishali, Ghaziabad, Delhi NCR",1050.0,28.648794,77.3425322478785,2.0,2.0,2.0,Ready to Move,Resale,,,,,Flat,"
                    
                    
                    
                       near matro station only 300 meters, all daily requirements and amenities available within 500 meters, chimney, fans fitted,
                    
                ",5714.285714285715
57,12500000.0,"sector 6 dwarka, Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",1300.0,28.59344,77.065951,2.0,2.0,2.0,Ready to Move,Resale,2.0,,2.0,near by sector 9 Metro Station,Flat,"
                    
                    
                    
                       for sale satyam apt sector 18 dwarka new Delhi it is 4 bedrooms 3 bathroom 7th floor total floor 9th and good socaity and more information please contact
                    
                ",9615.384615384615
58,6380000.0,"Chhatarpur New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",1170.0,28.495893478393555,77.18599700927734,3.0,2.0,1.0,Ready to Move,New Property,1.0,Semi-Furnished,1.0,Nearby SKY MANSION BUILDING CSKM PUBLIC SCHOOL Chhatarpur Metro statio,Flat,"
                    
                    
                    
                       Spacious uptodate Near SKY MANSION BUILDING Boking open 80 lon 2 Bhk 45 lakh 3 Bhk70 lakh available builder floor  in new Dehli D  L F chattarpur band rod  second avenue . Surrounded by Reputed Schools ,Pvt.
                    
                ",5452.991452991453
59,7400000.0,"Sohna Road, Gurgaon, Sector 33, Gurgaon, Delhi NCR",1275.0,28.28709602355957,77.06906127929688,2.0,2.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,On main sohna roadjust before central park flower valleyg. D. Goenka,Flat,"
                    
                    
                    
                       The very best ready to move in property on sohna road sector 33 with all amenities & basically the theme is kid centric.
                    
                ",5803.921568627451
60,8400000.0,"Sector 84, Gurugram, Haryana, Sihi, Gurgaon, Delhi NCR",1890.0,28.410466,76.962531,3.0,3.0,4.0,Ready to Move,Resale,1.0,,2.0,"Schools,Hospials,Multiplex,Malls & Banks,5/4 Star Hotels in Vacinity",Flat,"


                                Coralwood is a self sufficient society with abundance of lifestyle amenities, perfectly plannedfor your residential needs. The campus of Coralwood is planned with well-lit roads and lushgreen surroundings to maintain total harmony and peace with nature. The project offers the best offacilities and infrastructure that are innovatively designed with eco-friendly features therebytransforming your dream of luxury living into reality. Each apartment of the project is meticulouslydesigned along with the incorporation of vastu elements. You will enjoy exotic landscapes that willfulfill your appetite for peace and serenity from your living spaces.Coralwood is a fine example of perfect planning and enriched specifications that makes this project an abode of happiness and comfort for its residents.Club House, Jim, Dining Hall, Biliards, Yoga Room, Dance Room,Swimming pool ,  Sona & steam Bath
                            
more

",4444.444444444444
61,6400000.0,"Sector 76, Noida, Sector 76, Noida, Delhi NCR",1455.0,28.570142,77.3862730013034,3.0,2.0,3.0,Ready to Move,Resale,1.0,,2.0,"Near Prateek Wisteria Sector-77 Noida,      4 km Noida City Centre Metro Station",Individual House,"


                                Multistorey Apartment has unblocked view on front, facing Garden/Park, Pool. Situated at 10th floor, this property is East facing. The type of ownership is Leasehold. Additional space for Puja Room is available. Reserved covered car parking for residents available. The Multistorey Apartment is newly constructed. High quality flooring of types Vitrified, Wooden, Ceramic Tiles are available in different rooms. The location has easy access to, National Bank (2 km ), Nagendra Institute of Technology (3 km ), Noida City Centre Metro Station (4 km ) and Life Line Hospital (6 km ).
                            
more

",4398.625429553264
